SMS Translation,SMS Language,Category,Subcategory
SBI Your Account Is Locked Please Go To https //s.id/vutvy To Unlock,en,Fraud,account alert
the loan you apply for it only take a few step the money will be disburse instantly Come on kilk1 go.onelink.me/ app 58792d X t.cn/EUITKOd X go.onelink.me/c3B9/db231e83 X t.cn/ EUJCK5x X app.adjust.com/sk7b80h X j.mp/2EnO8ne X t. cn/EUJmYbQ More info Call WA XXXXXXXXXXXX,id,Ads,loan/gamble
Your ING Banking App expire on 25/06/2020 03:52 To continue use this service you can update your registration via inlog-Ing.nl,nl,Fraud,account alert
GOOD NEWS Jio have Announced today to give 25GB data with free call daily for X Months Download to activate offer Link http //tiny.cc/MY-JIO-4G,en,Fraud,other
ONLINE FUND LOAN SERVICE throughout Indonesia from XX to XXX million how to apply wa XXXXXXXXXXXX,id,Ads,loan/gamble
Dear User your SIM Verification be Pending Please call our customer Service for offer XXXXXXXXXX Your Service will be Blocked within XX Hrs,en,Fraud,account alert
UPTO RS X LAKH OFF On Popular Used Cars India 's Biggest Car Mela DROOM XX-XX Sept Hurry Buy Now http //goo.gl/N8uSjc Call Free -XXXX XXX 0707eder do n't support reply,en,Ads,promo
Great profit Continue SBIN Sell XXX Booked XXX TataElxi Sell XXX book XXX Bnknfty 28000PE Buy XX Booked XXX Same Call CL WP XXXXXXXXXXX Sushmita,en,Ads,promo
ARGOS Congratulations you 've win the £ XXX gift Do n't miss out Your gift be valid until Sun 9th February http //bit.ly/ ARGOS O,en,Fraud,prize
Hello Confirm your delivery credential today otherwise your package will be return http //Ojo.us/98e9c Ref Number Amazn03321,es,Fraud,delivery
Dear customer patyam your KYC have be suspend patyam office PH XXXXXXXXXX acount will block with in 24hr,en,Fraud,account alert
FRM BnkOfAmerica Click www.bofa-qhw.com SUBJ Account Blocked MSG XXXX,en,Fraud,financial
Dear Owner an unauthorized device be connect to your online account if you be not you check http //verificacontoing.com,it,Fraud,account alert
For their Refills or Punctual Payments you earn them XXX thousand peso m n X IPhone X for more information call XXXXXXXXXX,es,Fraud,financial
"Slmt Info To You T Select Get Rp Cash 175,000,000.- Dr Lazada XXXX Grand Prize Program ID Code VSG88D9 U info Click www.gebyarundian-ptlazada.ml",id,Fraud,prize
Sorry To Disturb Need Funds For Business DII And Other Needs quot Interest X Min X million XXX million For Whatsapp Info XXXXXXXXXXXX,id,Ads,loan/gamble
Customer XXXXXXXXXXXX your 500MB Data Package Prize +1000 PULSA KOIN Why hasn XX t it be take yet IMMEDIATELY Call XXX XX amp Get 500MB Data Credit Prize 2k/3x/mg,id,Ads,promo
Dear Jakartans now you can be free from worry in maintain your family XX s health in a simple way Click for more detail at bit.ly/AntiCORONA,id,Fraud,covid
Multipurpose Loan Rp50 million 1M Interest X year Without Admin Payment Can Not Over School Fees Business Capital Renovation of house etc info wa085282548588 thanks,id,Ads,loan/gamble
Dear customer your account have be block for security reason You can unblock your block via http // my.ing-reactivatie.info/,nl,Fraud,account alert
"Hi Tia this be Tyler with Yes on F the ballot measure for the June 5th election that will guarantee that renter like you and me get a free lawyer if we ever face eviction With over 40,000 renter evict in the past X year this measure be really crucial for us Will you join me in vote yes on Prop F",en,Ads,politics/election
Special offer COULD YOU PARTNER WITH ME IN AN URGENT TRANSACTION CONTACT ME RIGHT NOW FOR DETAILS EMAIL,en,Ads,promo
Dear Sir We be Multi Pharmaceutical Co. UK We have Urgent Longtime Profitable Business to discuss with you Kindly Reply to tomb2788 gmail .com,en,Fraud,other
PAYTM Dear paytm customer your KYC have be suspended.Paytm office pH XXXXXXXXXX call immediately Your account will block within XX hour Thank you paytm team,en,Fraud,account alert
"IncomeTax e filing require you to click http //bit.ly/ 2Z1pQSs to submit a formal refund request for the remittance of your approved refund of Rs25,290.09",en,Fraud,tax refund
Congratulations The result have come out and your zip code XX have be choose You be X of the X winner gt gt http //h3h.Itd/3,es,Fraud,prize
Be a MILLIONaire at Horaspoker http //103.10 .200.46 with Poker domino qq ceme fighter dingdong amp Cambodia Togel game discount up to XX Register now,id,Ads,gamble
Dear Customer Update your data now for the change of Iban and for Web Security Failure to update will result in the Blocking of Cards and all of its Postal Utilities http // update database .com,it,Fraud,account alert
Want to win a Samsung Note 10+ just by redeem X POINT Reply to this SMS type OK. SKB,id,Ads,promo
get get a loan Online XX million 1M low interest fast process no complicate acc XX minute after file amp admin receive u info WA XXXXXXXXXXXX,id,Ads,loan/gamble
The PlayStation X Just Dropped- You 're Chosen As Today 's Winner Snag It By Tonight XX XX- http // wedspswin2.com/r4z/btghhlk,en,Fraud,prize
Dear PAYTM customer your Paytm KYC have expire Contact customer care No XXXXXXXXXX immediately your account will Block within XX hr Thank you PAYTM TEAM,en,Fraud,account alert
hilmi who be hold your hand in this photo be your boyfriend huh d08.co/s/ di2zao,id,Ads,other
If you just imagine your face be fun let alone be able to chat with you uhh it must be fun please call this my active number n08091401029 NO SEX amp SARA ready ya ..,id,Ads,other
Your NETFLIX Subscription have be SUSPENDED to return to be part of our service update your payment method here http //netflix-activa.com/,es,Fraud,account alert
Optus We still do n't hear from you To avoid service restriction please visit http // account.optus billing.services/ to confirm your detail,en,Fraud,account alert
Last Official Notice.Congratulations For you to get a LAZADA BIRTHDAY XXXX prize of Rp XXX million CODE ID VSG88D9 Info Click www.ptlazadaindonesia.tk,id,Fraud,prize
Rabobank Your current debit card expire for use on XX-XX-XXXX Replace your debit card for free via split.to/Betaalmiddel-ververen,nl,Fraud,credit/debit card
BBVA now contact XXXXXXXXX to desist from the seizure of your salary or pension Regularize your ID in the ES80 account XXXX XXXX XX XXXXXXXXXX concept,es,Fraud,financial
Dear customer your Bsnl Number have be Closed for XX hrs please submit Addhar please call customer care XXXXXXXXXX immediately,en,Fraud,account alert
Your My ING payment account have be block for security reason Log in now and verify your Mijn ING via the website X.co/MijnING,nl,Fraud,account alert
We have try to deliver your LP995215701FR package but there be no postage Follow the instruction here 6j5.nl/sclr5,fr,Fraud,delivery
Earn 30K to XXXXX pri month Set up Paper Plate Paper bag Tissue paper Machine Business at home Free Raw Material Buy back Agreement training 's cl XXXXXXXXXXX,en,Ads,promo
"TAP Air Portugal Subscribe to Globo Premium and earn 7,000 mile to use on your trip Offer valid until June 30th http //bit.ly/2JOEz4q",pt,Ads,promo
Rappi Temuco the account We Denied 700.mappiorocito peremete pieleedeelte quierostoruotu storten XX 5ORM TAD XXXXXXX,es,Ads,other
Official message from ARS Grand Est you have test positive for the Covid-19 virus You have therefore be ask to respect isolation Personalized monitoring be offer to you http //ars-grand-est.exolis.fr/ app t XXXXXXX 6675fb1d35fe87 e170adbc2155f3f82e,fr,Fraud,covid
Dear consumer this be a confirmation receipt for online payment of Rs 759.500 txn chgs extra against Refill book ref no XXXXXXXXXX,en,Fraud,financial
SLMt No whatsapp Anda Men dptkn Rp.175.000.000 PIN D330879 cek di bit.ly/info-resmi37,ms,Ads,promo
Rabobank Your debit card be outdated and will expire in X day Request the renew debit card for free now via http //lihi1.cc/Bp3Qr/Pas-Info,nl,Fraud,credit/debit card
I get 4m bonus from this app X new-re.com/zpwshSd X http //t.cn/EfQMID X http //bit.ly/2tQIAY,id,Ads,other
Dear customer Your State bank of india account have be suspend Please Aadhaar card update in your account click here link http //is.gd/ mYPJkw SBI,en,Fraud,account alert
Only XX of WA 's GST go to WA thanks to Libs Lab Keep XXX of WA 's GST in WA Vote X United Australia Party Clive Palmer Auth http //bit.ly/ 2QİGAUM,en,Ads,politics/election
Dear user your bank card have be block Because you have not update yet if you want to keep use your ATM card please call this number,en,Fraud,credit/debit card
Rogers msg Just for you Get iPhones from X when you add a new line on a X yr term to your family 's Share Everything plan Plus save an additional XX mo get a bonus 1GB shareable data Call X XXX XXX-XXXX or hurry in to your local Rogers store this weekend Offer end Feb XX Reply STOP to opt out of Rogers text msg Reach us at http //rogers.com/contactus,en,Ads,promo
Your wallet have be credit with Rs XXX NMS cash Come back to Netmeds and use it to shop for med and more Expires in 48hrs T C http //nms.care/50k_w6m,en,Ads,promo
Don XX t miss this agenda to change your life and take note of the secret the sky tell you with the famous astrology writer Aygül Aydın XX s XXXX Astrology Agenda Click to buy http // bit.ly/2C0aRnL If you do not want to receive SMS write RED and send it to XXXX Contact Line XXXXXXXXXXX Mersis No XXXXXXXXXXXXXXXX B016,tr,Ads,promo
Sorry before transfer the phone wa first to my new number XXXXXXXXXXXX there be a change in the account number,id,Ads,other
BUNQ We have place your account in the quot quarantine zone quot You must confirm your device before XX-XX to avoid blocking s93.top/Bung,nl,Fraud,account alert
XX OFF all full price item with code GETAPPY25 Order via the NEW Chi Chi London app Download here http // chichi.dyn.co/5wOpaqs To opt out text CHI to XXXXX,en,Ads,promo
FPS Finance Brussels On May XX XXXX the government decide to grant each household an amount of € 148.26 to compensate for your water and energy bill For control purpose it be important to carry out a one off verification Afterwards you will receive the amount on your account within a few working day Verify your identity as soon as possible via http //s.id/compensation,nl,Fraud,financial
BancoChile Your request for a maximum withdrawal of XX of AFP have be successfully register Check balance and movement now http // afpchile.siteverifycl.com,es,Fraud,financial
"Good Morning Attending Tour amp Travel Business Seminar Open a Travel Business with Minimal Capital Jakarta 11,12,13 October XXXX Register Name Number City Wa to XXXXXXXXXXX",id,Ads,loan/gamble
Hi dear customer Your refund for Superbalist.com will be process please update your payment information http //bit.ly/2T3Zfds,en,Fraud,financial
Last day Go back to Vodafone and you have XXXX minute and XXXX SMS to everyone unlimited call to a favorite Vodafone number and XX Giga for only 10.8 euro per month Come to our store by 21/04 to find out all the detail and activate the offer Discover the near store on voda.it/negozio,it,Ads,promo
LEDGER ALERT Dear New info about July XXXX database hack Your asset can be at risk Take action immediately http //ledger.report,en,Fraud,account alert
ABN AMRO Your current debit card will expire before use Request your new debit card free of charge via linksplit.io/ABNAMRO,nl,Fraud,credit/debit card
"Your number be register by TP Auto By XXXXXXXXXXXX You will send IDR 10,000 credit every 11th U Stop Type TP XX XXXXXXXXXXXX Send to XXX Frees",id,Fraud,other
SHOPEE Indonesia congratulate your Simcard on get a REWARD Rp XXX million ID code 2nd Winner b8337h9 INFO Click on www.giftee747.blogs pot.com,id,Fraud,prize
QUICK LOANS only use vehicle letter MOBILL only rate start from 0.7 without survey amp BI C3K help takeover GERRY XXXXXXXXXXXX bit.ly/2DyzOVU,id,Ads,loan/gamble
We will extend the validity period of your PULSA COIN offer until today Please call XXX XX to pick up immediately Can be exchange for credit,id,Ads,promo
+56442408540 TR XXXX about the two hundred and forty thousand dollar due to you,en,Fraud,financial
OFFICIAL MESSAGE FROM KSP WE OFFER PINJ4M4N ONLINE SYSTEM OF INTEREST X INFO LKP CHAT WA XXXX-XXXX-XXXX,id,Ads,loan/gamble
Parcel delivery of your delivery not possible More info http //subtletg.com/ pkge 10f116hes5zht,de,Fraud,delivery
ALERT For security reason your Santander bank account have be block Log in immediately to restore your access http //n-uy.com/san,es,Fraud,account alert
Les Caisses Desjardins Your account be suspend follow a recent transaction Please verify your identity here http //bit.ly/2W9Pqb9,fr,Fraud,account alert
I XX m from MALAYSIA look for someone with a sincere heart who can help me receive fund to open a business in Indo if you can help and help my WA number be +601131636775,id,Fraud,financial
Dear customer your Mahindra Kotok account have be Expire Please update Your Account XX hr immediately to contact customer ph XXXXXXXXXX This message be send from an unknown number,en,Fraud,account alert
Today 05:33 Important message from Rabobank Due to the outbreak of the coronavirus COVID-19 your current debit card will expire on XX-XX-XXXX for use In collaboration with the RIVM we ask you to request your new antibacterial debit card free of charge and to prevent blockage via the website http // rabobank debit card live,nl,Fraud,credit/debit card
We inform you of a compensation of 79.99 E follow the breakdown that occur during the confinement Request via your space accountorange.com,fr,Fraud,financial
Pontofrio Hey Pinnaut BLACK FRIDAY be end huh Do not miss up to XX DISCOUNT on the website or app Click and run soon to enjoy bit.ly/3q2RykZ,pt,Ads,promo
as ... need loan d4na without collateral X million to XXX million U info Chat WhatsApp XXXXXXXXXXXX,id,Ads,loan/gamble
RoyalMail Your package have a £ 2.99 unpaid shippng fee to pay this now visit rm redeliverycost.info or your parcel will be return to sender,en,Fraud,delivery
we find a parcel from June owe to you Kindly claim ownership and confirm for delivery here 16svs.info/9SfB1SpxOq,en,Fraud,delivery
FASTag Your FASTag be go to expire today due to unverified E KYC call our customer care number +918250875984 immediatly to continue your service Thank You,en,Fraud,account alert
Before make a payment please call wa first to my new number XXXXXXXXXXXX there be a change in the account thanks,id,Fraud,financial
INSTALL INFINITY ONLINE CCTV Protect asset at home office shop etc Get CASHBACK PROMO up to XX and X year guarantee,id,Ads,promo
"Win Ksh 5,000,000 today by predict game between CAMEROON W v NEW ZEALAND W For more information sm SUPER to XXXXX Helpline XXXXXXXXXX STOP XXX X X Win Ksh 5,000,000 today by predict game between SWEDEN W v USA W",sw,Fraud,prize
"Your LAST MESSAGE Winner of the 8th LAZADA BIRTHDAY Sweepstakes Rp.175,000,000 PIN 214F55R Info Click bit.ly/undian-lazada20",id,Fraud,prize
You have a message regard your article ref XX Amazon-it XX on 01/12/20 your name arrive 3. in our ranking http //f.29s6.com/X8CrL,it,Fraud,other
Dear customer Because you have not yet link Reader your account have be place in the quarantine zone Prevent blockade Link your reader at http //x.co/ Koppel,nl,Fraud,account alert
SELL MUKENA BALI cool fabric with flower motif comfortable to wear for prayer Rp XXX thousand postage SMS ORDER TYPE MUKENA BALI NAME ADDRESS byr after receive the package,id,Ads,promo
Sorry To Disturb Need Funds For Business DII And other needs2 Interest X Min X million XXX million For WhatsApp info +6285394267096,id,Ads,loan/gamble
New payee MR P BOYD have be succesfully add to your account via online banking You can now send and receive payment to and from from MRP BOYD instantly If this sound unfamiliar to you please visit the link below otherwise ignore this message http //halifaxcustomer.co.uk/ Wed 19:53,en,Fraud,account alert
PAYTM WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH XXXXXXXXXX,en,Fraud,account alert
Welcome to join AGATHA YUNITA XXXXXXXX in HNI Download HNI MOBILE on your cellphone Android bit.ly/AndroidHNIMobile IOS bit.ly/ IphoneHNIMobile XX min via Tsel WearMask,id,Ads,promo
"Hi Indosat Friends Special Promo For you you can get DOUBLE BONUS if you refill your number tomorrow you know Yukss don XX t miss it Want X Million Money amp Honda Brio You can also get 100MB with the correct answer min X question Dial XXX XXX FREE FREE X day ago Rp 1,000 day CS bit.ly/smsccim3",id,Ads,promo
Can we help AGUNKAN B PK B CAR MOTORCYCLE Process Cpt Can T.Over No B I Check-king Hub Indah XXXX-XXXX-XXXX phone sm wa,id,Ads,promo
Dear Customer Your ATM Card Has Been LOCKED Because You do n't Update yet ACCORDING NEW RULES if you want to activate again Please- call at XXXXXXXXXX,en,Fraud,credit/debit card
WE FROM INDO FINANCIAL Mnwr ONLINE-Based Loans Starting from XX million to 1M Liquid in XX Minutes Without a location survey Interest 2.5 Whatsapp XXXXXXXXXXXX,id,Ads,loan/gamble
Your outstanding debt with reference R5B114021 have not be pay after several reminder On 19/01/2021 the bailiff will proceed with a prejudgment attachment You can avoid the attachment procedure by pay € 15.88 via http //bit.do/Belasting-vereffenen,nl,Fraud,financial
"YOUR MOBILE NO HAVE WON 4,65,00,000.00 -INR FROM LAND ROVER COMPANY UK SEND NAME MOBILE NO AGE ADDRESS OCCUPATION REPLY TO EMAIL",en,Fraud,prize
You have outstanding Traffic offence s Pay here www.paymyfines.co.za/tcr.aspx inf BF XX XXXXXXX XXX From PAY MY FINES If pay pls ignore,en,Fraud,financial
Uber João you earn R XX OFF with no minimum value on your first free order with the code mega20vip Valid until 05/28 What about t.uber.com/eats-br,pt,Ads,promo
I advise you to be careful not to waste your money to recover your future hi Ke,fr,Ads,other
"TRY the new TZ game that pay ROSE of DODOMA 204,000,000 Shillings for X bahat number Dial XXX XX -Company No.123255 -Remember No.333 -- Da XXXX TZS",sw,Ads,promo
HSBC FRAUD ALERT You have authorise a payment of £ 240.00 to Mr C Jones If this be not you please cancel via http // onlinebanking-activity-log-on.com,en,Fraud,financial
H4LO BOOSOUE We from Team G1VE4W4Y B4P4U Tell You OFFICIALLY Get Rp 100juta Your ID N41L447 Clear Info Click bit.ly/giveaway-b4p4u,id,Fraud,prize
URGENT message from Netflix regard your membership Click below for further information http // verify netflix-gb.tna3.tw/nfx/ verify.php,en,Fraud,account alert
Customer XXXXXXXXXXXX Yesterday Forgot to Take +1000 PULSA COINS amp Unlimited Chat Packages Call XXX XX today to grab it before it XX s sell out Can be exchange for credit you know,id,Ads,promo
App No Income Medical proof require Get Rs X Cr Pre Approved Term plan instantly get upto XX discount if u buy online now ht QP HXINSR XX XX XX XX min SMS via BSNL MOBILE,en,Ads,promo
You be the winner of Rp 55M WINNER ID XXXXXXXX INFO Lazada303.blogspo t.com Dear customer thank you for the SMS FRAUD report you submit,id,Fraud,prize
Need FUND Please Apply We Serve All Over INDONESIA Starting X million XXX million Interest X year Trustee Interested Chat WA XXXXXXXXXXXX,id,Ads,loan/gamble
want to be successful at a young age invest in X day get XX to XX profit Interest add WA +6285243062557 or check www.forex-ocf.com,id,Ads,promo
Limited Unit Reserved in Central Secretariat Housing Society New Delhi eligible for All Gov Emp Regi For call XXXXXXXXXX,en,Ads,other
Remaining Quota XX-XX You run out Continue to enjoy internet on the Indosat Ooredoo network use other quota Check Quota XXX or im3.do/mc,id,Ads,promo
Your Knab App have be block for security reason due to a suspicious login attempt Log in now and verify your Knab Mobile Banking and prevent your account from be block via the website X.CO/ KNABUDATE,nl,Fraud,account alert
Congratulations.youve get a high pay job Join us make 300k- 800k per day from home phone you can also add my whats pp w .me XXXXXXXXXXXXX,en,Fraud,other
NEED LOAN FUND apply with B P K B Vehicle SAFE OFFICIAL NON BI CHEKING CAN CALL WA SRI +625268186909 +625268186759,id,Ads,loan/gamble
Not just cool but twice as cool From June XX 15.9.2020 you can use your Cornercard to secure double cashback up to X for all purchase in the supermarket at the petrol station in restaurant cafés and bar Details at cornercard.ch/ summer,de,Ads,promo
-- P1NJ MAN Cep t- Collateral BPKB Car motorcycle Can takeover 1hr process krj Contact Dennis XXXX XXXX XXXX WA,id,Ads,promo
XXX XXX-XXXX create this group MMS with you and X others XXXXX Installment Money Get up to XXXX .www.theaffordablemoney .com,en,Ads,other
Scotiabank Alert Your client card start with XXXXX have be disable Please secure your account below http // scotiabank.ca.securemlss.com/ s,en,Fraud,account alert
Netflix Membership Canceled Update Payment Information http //srtz.co/ioppdate,da,Fraud,account alert
METROPOLI VICTOR HUGO ROMO announce that in Miguel Hidalgo they will open the first Feminist Cultural Center of CDMX which be the only one of its kind in Latin America,es,Ads,politics/election
great Someone send you a friend request hurry up and check out MiCat chat-v.com/s/4mdfb3,id,Ads,other
Ass Dear Mr. Ms. We Offer EASY amp FAST Loans With Online System Min X million XXX million For Info Please WA XXXXXXXXXXXX,id,Ads,loan/gamble
Dear John your package could not be deliver on 10/16/2019 as custom duty be not pay Follow these instruction http //17c.top/zqz,es,Fraud,delivery
Dear customer your Mohindra Kotok account have be expire please update your account XX hr immediately contact pH XXXXXXXXXX,en,Fraud,account alert
Congratulations Your Application Number XX456 For Personal Loan Is In Pending Status Download App Confirm Now http //s4h.in/s/alGogdaWri,en,Ads,loan/gamble
LLOYDS You have successfully schedule a payment of 54.99GBP to a new payee for 18:45 PM on 14/12 If this be NOT you visit http // removepayees.net/lloyds,en,Fraud,financial
CONGRATULATIONS Your No Get X HONDA BRIO CAR UNIT From NSP1212 ID PIN.1AD47K9 Please verify Info Click http //bit.ly/rezeki-nsp1212,id,Fraud,prize
We need you to confirm your data otherwise your account will be disable http //sends.ms/002p82,es,Fraud,account alert
Dear PAYTM customer your KYC have be suspend To Verified PAYTM call XXXXXXXXXX immediately Your account will be block within XX hour,en,Fraud,account alert
To continue use the My Bank db App please upgrade to the late version available Download it here http //ow.ly/fikc3018e1P 14:02 X,gl,Fraud,account alert
Reminder SFR informs you of a refund of € 39.99 follow the breakdown that have occur request via your bit.ly/ 3uoVRZI space,fr,Fraud,financial
Sent by unregistered version of SMSCaster Assalamualaikum We offer SUPER RED ARWANA fish from puppy to 60cm size info WA XXXXXXXXXXXX,id,Ads,promo
How many time have you have an evening with the next prime minister Residents of Ramat Hasharon and the surround area come and meet the Blue and White Chairman Lt. Col Res MK Bnei Gantz to hear and voice that we must move forward Thursday February XX 19:30 Green Village Boarding School The number of place be limited Hurry to register lt lt http //bit.ly/31m6wXI,iw,Ads,politics/election
Pay attention Your account have be restrict by our security system You can lift your restriction at http //my.reset.xrid.info,nl,Fraud,account alert
OBTf ajuk n skrng pnjam u ng tnpa syrat ca r hinHgga 3jt tnpa 4gunan bibox.id/v9kk dftr skRrng bibox.id/66zc Ingsung kami pro5es bibox.id/fb7p,jw,Ads,other
RpQuick tb installment valid again Higher amount pjO.co/fz7 pjo.co/yta pjO.co/p2h pjO.co/023 pjO.co/gmb pjo.co/3sj pjO.co/isn pjO.co/oly,id,Ads,other
Hi It look like you recently send your first premium text SMS Just in case you do n't know this sort of text be n't include in your tariff To check your charge and stay on top of your bill head to My XX http //o2.onelink.me/ rFS7 1e68abf1,en,Fraud,financial
An unread message be wait for you with important information Read your message on time via http //www-ing.net to prevent blockage,nl,Fraud,other
As a Victorian Bill Shorten will make sure we get a fair go Better health care fair wage climate change action Vote Labor Dan alp.org.au,en,Ads,politics/election
Hi Let XX s borrow fund at KooRupiah how easy fast and safe Immediately Install the App X go.onelink.me/app/ gpbb1 2. http //bit.ly afyomi1 3. http //j.mp 2G9G6j1 More info Call WA XXXXXXXXXXXX,id,Ads,loan/gamble
Dear Paytm customer your Paytm KYC have be suspend Paytm office PH XXXXXXXXXXX immediately Your account will block within XX hr Thank you Paytm team,en,Fraud,account alert
Hi this be Sue from Ontario Strong Do you agree that we must scrap the Carbon Tax Respond Yes No,en,Ads,other
REGISTER AND GET YOUR WINNING SURPRISE HERE http //bit.ly/Jacpott Prizes CLICK DIRECTLY FOR UNLIMITED RUPIAH,id,Ads,promo
Dear paytm customer your paytm kyc have expire contact customer care No XXXXXXXXXX immediately Your account will block within XX hr.thank you paytm team,en,Fraud,account alert
Loan X Licensed Loan Bank RM1K get XXX rm84X12Months RM10K get XXXX rm840X12Months RM500K get 495K rm8.4kX60Months,ms,Ads,loan/gamble
YTH FATHER AND MOTHER ... Got Money Problems K4m1 M3n4w4rk4n P1nj4m4n T4npa Anggun4n Interest X D4n s1 st3m Onl1n3 Start X X million XXX million YEAR WhatsApp +6285705995799,id,Ads,loan/gamble
CONGRATULATIONS Your number have be choose as the winner of the check 125. million from your Shopee Lottery pin code AAQ2099 Info click http // bit.ly/penang-shopee599,id,Fraud,prize
Constrained Economic Problems Need Business Capital ETC Lace Interest X Per Year Loans From X million to XXX million Fast amp Easy Process Info Hub WA XXXXXXXXXXXX Thank you,id,Ads,loan/gamble
BNPPARIBAS Your easybanking login expire today Log in to extend your access http //www-easybanking-be.com and avoid blocking,nl,Fraud,account alert
7028XXXX43 receive payment of Rs 3500.00 by PAYTM Txn ID 9908XX25X Download now and Register to Receive your amount TnC http //m3fr.com/e0B04hiro,en,Fraud,financial
Dear Customer Your Phone pe KYC Has be expire Today Please call Customer care no XXXXXXXXXX immediately Your Phone pe Account block within 24hrs Thank YOU,en,Fraud,account alert
NETFLIX Account Deactivated Payment NOT make Make your payment now go to https //bit.ly/3b0ukoj with your Credit Card,pt,Fraud,account alert
Our digital privacy be under attack Can you sign the petition to stop the EARN IT Act to protect encryption and free speech online You can do it right from your phone What 's your full name Thu 11:35,en,Ads,other
Fast Cash Funds .. Pawn BPKB Car Truck Cashback up to X million Official Leasing Can T.Over NISSA XXXXXXXXXXXX Wa biy.ly/infoAgunan BPKB,id,Ads,loan/gamble
Dear Customer Your PYTM KCY have be expire today please call customer care no XXXXXXXXXX your PYTM have be block 24hrs THANK YOU PYTM TEAM,en,Fraud,account alert
Customer XXXXX +2000 Your PULSA COIN Still Not Collected You can exchange credit you know IMMEDIATELY Call XXX XX to grab it now before it XX s sell out XXX XX,id,Ads,promo
Rabobank Your current Rabo Banking App will expire for use Prevent blockage and update your Rabo Banking App http // rabobank.nl.vorm.w ebsite,nl,Fraud,account alert
Hello Take the XX Day Diet Challenge Lose weight fast Exclusive support on whatsapp How many pound do you want to lose http //bit.ly/2MAVIXX,pt,Ads,promo
CENSUS This be your LAST chance to amend your Census application Please visit http // census.trackonline admissions.com to amend and avoid £ XXXX fine,en,Fraud,other
Free Mobile remind you of the regularization of your invoice N ° XXXXXX of 20/12/2018 your line may be suspend for XX hour Please complete the following step http //gg.gg/crioo,fr,Fraud,account alert
Hi Mark You 're overdue for an eye test at Execuspecs SMS YES to book get TWO look for the price of X Buy your first pair get a second FASHION pair FREE T Cs,en,Ads,promo
GOV.UK CORONAVIRUS ALERT New rule in force now you must stay at home More info exemption at gov.uk/ coronavirus Stay at home Protect the NHS Save live We would like to inform you that you have be record as leave your home on X occasion yesterday A fine of £ XX have be add to your gov.uk account For further information please visit gov.uk/ coronavirus penalty payment tracking Protect the NHS Save live,en,Fraud,covid
Dear customer your ATM card have be block because you do not have an update yet.if you want your ATM card to work properly then contact this number i7to XXXXXXXXXX XXXXXXXXXX,en,Fraud,credit/debit card
Our record indicate that you have not register your SBI Card on our website To stay updated with your transaction register now http //bit.ly/1V8wNAQ,en,Fraud,credit/debit card
Replace the antenna with a satellite dish clear picture free channel forever complete with local tv no fee 12BLN guarantee Hub XXXXXXXXXXXX wa http //wa.me/ XXXXXXXXXXXXX,id,Ads,promo
POST Your WNG XX X package be ready pay the shipping cost € 1.98 to be deliver on 08/12 You will find data here http //correospagar.com,es,Fraud,delivery
Your AIB Card be deactivate on 28/07/2020 for security reason Go to https // aib card skimmed.com as soon as possible to order a replacement card,en,Fraud,credit/debit card
Suspicious Activity http // bit.ly/2DipbJa Wells Fargo Bank Account Access Locked87,en,Fraud,account alert
Sorry To Disturb You Need Funds For Business DII And Other Needs quot Interest X Min X million XXX million For Whatsapp Info XXXXXXXXXXXX,id,Ads,loan/gamble
Dear PAYTM User Your PAYTM A C KY.C Has Been Expired Call immediately For Verification A C will be Blocked within 24hr PAYTM OFFICE PH XXXXXXXXXX,en,Fraud,account alert
Your ABN debit card be outdated and will expire on November XX XXXX Request your debit card for free and prevent blockage of your bank account via http //cutt.ly/ABNAMBRO-PAS,nl,Fraud,credit/debit card
DHL Express Hello we try to reach you regard a customs-cleared import shipment consignment note number Shipment custom clearance be a paid service accord to the price and term of our previous message Please provide the information via the link http // ism .fi or by reply to this message with your personal or business ID and e-mail address in the form hetuy id space e-mail address DHL Express tel XXXXXXXXXX EMAIL,fi,Fraud,delivery
Your package XX s validity period be almost over let XX s buy your 3GB Package for 25k again at XXX or get Extra 1GB by buy the 4GB 3orb Package,id,Ads,promo
Plgn Dear You Get +1000 Credit Coins amp Unlimited Chat Packages How come it XX s still not take Call XXX XX X to grab it now You can exchange credit you know Rp2k 3x mg,id,Ads,promo
POSTNL Your package have be send Follow your order via this link http //is.gd/x3qHVe,nl,Fraud,delivery
The easy way to appreciate life be to be grateful XX Prayer Schedule Aphorisms PULSE BONUS from Hi Muslim for you FREE Type REG PRAYER,id,Ads,other
NO You win an annual shopee surprise SHOPEE get Rp.175M ID pin J7K2B59 Confirmation CLICK bit.ly/promoundian2020,id,Ads,promo
Toyota Legend XX Hilux from R8244pm Lexus UX Hybrid from R9995pm ONLY dealer in SA to offer this deal Get the best rate base inst Call XXXXXXXXXX STOP OUT,en,Ads,promo
Your Financial Solution Immediately Apply for BPKB MObil Easy amp Fast Starting 0.8 month Indonesia Can Take Over,id,Ads,loan/gamble
Packed Your delivery to KdNr XXXXXXXX be hand over to DHL Details http //www.91-design.com/trck/ yxla2uqo2zw9,de,Fraud,delivery
